maps_played,rounds_played,kd_difference,kd_ratio,rating,total_kills,headshot_percentage,total_deaths,grenade_damage_per_round,kills_per_round,assists_per_round,deaths_per_round,teammate_saved_per_round,saved_by_teammate_per_round,kast,impact,efficiency
782,20288,-14,1.0,0.99,13457,46.1,13471,4.6,0.66,0.13,0.66,0.1,0.08,69.7,1.03,1.0
1048,26854,-429,0.98,0.99,18738,40.8,19167,6.6,0.7,0.17,0.71,0.11,0.08,70.4,1.19,0.9859154929577465
2071,55137,-574,0.98,0.99,37359,53.0,37933,5.2,0.68,0.14,0.69,0.1,0.09,69.5,1.09,0.9855072463768118
800,20694,-283,0.98,0.99,14126,41.3,14409,2.8,0.68,0.14,0.7,0.08,0.08,68.1,1.04,0.9714285714285715
539,14068,317,1.04,0.98,9188,30.5,8871,5.9,0.65,0.12,0.63,0.08,0.08,70.7,0.98,1.0317460317460319
1297,34380,-255,0.99,0.98,23116,56.2,23371,4.5,0.67,0.15,0.68,0.11,0.09,69.8,1.06,0.9852941176470588
427,10968,26,1.0,0.98,7396,45.7,7370,4.3,0.67,0.13,0.67,0.1,0.1,71.3,0.98,1.0
1665,42830,507,1.02,0.98,28491,46.8,27984,5.0,0.67,0.17,0.65,0.1,0.1,69.6,0.88,1.0307692307692309
998,26140,-170,0.99,0.98,17632,52.5,17802,2.3,0.67,0.13,0.68,0.1,0.09,69.2,0.97,0.9852941176470588
1767,46454,-217,0.99,0.98,31357,48.8,31574,5.3,0.68,0.15,0.68,0.08,0.07,68.5,1.05,1.0
726,18826,-62,1.0,0.98,12712,36.9,12774,5.5,0.68,0.14,0.68,0.11,0.1,69.1,1.07,1.0
376,10079,-57,0.99,0.98,6854,50.7,6911,6.4,0.68,0.15,0.69,0.11,0.11,70.5,1.03,0.9855072463768118
697,17857,-269,0.98,0.98,12192,55.1,12461,3.0,0.68,0.12,0.7,0.12,0.1,69.7,1.07,0.9714285714285715
400,10329,-166,0.98,0.98,7076,54.4,7242,4.4,0.69,0.14,0.7,0.12,0.11,70.0,1.05,0.9857142857142857
1353,35983,-34,1.0,0.98,23867,39.8,23901,6.3,0.66,0.16,0.66,0.11,0.1,71.4,1.0,1.0
807,21060,-54,1.0,0.98,13856,38.4,13910,3.5,0.66,0.13,0.66,0.1,0.11,69.8,0.98,1.0
577,15635,-29,1.0,0.98,10279,49.9,10308,5.1,0.66,0.13,0.66,0.09,0.09,69.9,0.98,1.0
946,24853,-225,0.99,0.98,16791,48.0,17016,3.9,0.68,0.13,0.68,0.1,0.1,69.9,1.06,1.0
683,18051,383,1.04,0.98,11255,46.7,10872,4.4,0.62,0.13,0.6,0.09,0.09,73.0,0.88,1.0333333333333334
397,10444,-1,1.0,0.98,7064,47.7,7065,3.4,0.68,0.13,0.68,0.09,0.11,70.3,1.02,1.0
395,10650,-196,0.97,0.98,7291,53.1,7487,3.3,0.68,0.13,0.7,0.09,0.08,68.4,1.05,0.9714285714285715
419,11175,-70,0.99,0.98,7451,52.6,7521,5.1,0.67,0.13,0.67,0.1,0.11,69.3,0.98,1.0
875,23616,-221,0.99,0.98,15684,58.2,15905,5.0,0.66,0.12,0.67,0.1,0.11,70.2,1.01,0.9850746268656716
682,17700,-229,0.98,0.98,12065,50.9,12294,3.5,0.68,0.14,0.69,0.1,0.1,69.5,1.0,0.9855072463768118
2021,53639,165,1.0,0.98,34932,40.4,34767,5.1,0.65,0.15,0.65,0.09,0.09,70.3,0.93,1.0
451,11530,-25,1.0,0.98,7596,49.1,7621,3.3,0.66,0.12,0.66,0.1,0.11,70.6,0.92,1.0
648,17287,-184,0.98,0.98,11512,54.8,11696,4.5,0.67,0.14,0.68,0.09,0.09,68.6,1.05,0.9852941176470588
407,10476,-109,0.98,0.98,7090,45.7,7199,3.6,0.68,0.14,0.69,0.09,0.1,68.3,1.04,0.9855072463768118
607,16310,-437,0.96,0.98,11294,57.3,11731,5.4,0.69,0.13,0.72,0.08,0.07,66.3,1.11,0.9583333333333333
596,15981,-108,0.99,0.98,10455,55.4,10563,4.6,0.65,0.11,0.66,0.09,0.09,68.4,0.93,0.9848484848484849
967,25003,-270,0.98,0.98,16940,45.4,17210,4.3,0.68,0.13,0.69,0.11,0.1,69.3,1.06,0.9855072463768118
1073,28421,-391,0.98,0.98,18991,41.6,19382,4.6,0.67,0.14,0.68,0.09,0.08,68.8,1.09,0.9852941176470588
727,18792,64,1.01,0.98,12295,48.2,12231,5.6,0.65,0.15,0.65,0.11,0.09,71.6,1.02,1.0
461,12256,43,1.01,0.98,7991,28.7,7948,4.3,0.65,0.1,0.65,0.09,0.09,68.8,0.97,1.0
413,10832,-248,0.97,0.98,7450,57.8,7698,3.3,0.69,0.12,0.71,0.11,0.11,68.4,1.03,0.9718309859154929
506,13559,-157,0.98,0.98,9133,49.9,9290,3.4,0.67,0.13,0.69,0.09,0.09,68.9,1.03,0.9710144927536233
628,16249,137,1.01,0.98,10397,35.6,10260,4.1,0.64,0.11,0.63,0.09,0.09,70.7,0.97,1.0158730158730158
732,18994,-110,0.99,0.98,12697,53.3,12807,3.0,0.67,0.13,0.67,0.11,0.11,69.8,0.99,1.0
1020,26614,-320,0.98,0.98,17850,48.8,18170,6.7,0.67,0.16,0.68,0.1,0.09,70.1,1.06,0.9852941176470588
860,22168,-518,0.97,0.98,15228,50.7,15746,3.7,0.69,0.14,0.71,0.09,0.08,67.8,1.13,0.9718309859154929
456,12110,86,1.01,0.98,7819,52.1,7733,5.1,0.65,0.13,0.64,0.08,0.09,70.3,0.94,1.015625
583,15410,-164,0.98,0.98,10479,42.2,10643,2.7,0.68,0.12,0.69,0.09,0.09,69.1,1.04,0.9855072463768118
1030,27376,-400,0.98,0.98,18369,58.5,18769,4.2,0.67,0.12,0.69,0.09,0.09,67.8,1.02,0.9710144927536233
659,16952,-533,0.96,0.97,11737,55.0,12270,3.6,0.69,0.13,0.72,0.11,0.1,67.6,1.11,0.9583333333333333
864,22973,-511,0.97,0.97,15729,49.3,16240,4.9,0.68,0.15,0.71,0.11,0.12,70.0,1.06,0.9577464788732396
1413,36954,-371,0.99,0.97,24435,47.3,24806,3.9,0.66,0.15,0.67,0.11,0.1,71.7,0.97,0.9850746268656716
1432,37492,-231,0.99,0.97,24610,39.6,24841,5.4,0.66,0.13,0.66,0.08,0.08,68.9,1.01,1.0
1499,39100,-617,0.98,0.97,26056,50.7,26673,2.9,0.67,0.13,0.68,0.11,0.11,70.4,0.96,0.9852941176470588
1093,28958,-236,0.99,0.97,19114,52.5,19350,4.3,0.66,0.13,0.67,0.1,0.09,70.5,1.01,0.9850746268656716
662,17680,-17,1.0,0.97,11640,44.6,11657,5.7,0.66,0.13,0.66,0.07,0.09,69.9,0.92,1.0
496,13338,84,1.01,0.97,8523,50.5,8439,4.5,0.64,0.12,0.63,0.1,0.1,71.4,0.94,1.0158730158730158
808,21520,-582,0.96,0.97,14589,54.8,15171,4.9,0.68,0.13,0.7,0.1,0.09,68.0,1.07,0.9714285714285715
479,12923,-137,0.98,0.97,8483,51.4,8620,4.0,0.66,0.13,0.67,0.1,0.12,70.3,0.96,0.9850746268656716
922,24189,-273,0.98,0.97,16152,51.0,16425,4.4,0.67,0.13,0.68,0.09,0.08,68.1,1.0,0.9852941176470588
439,11777,-67,0.99,0.97,7553,56.4,7620,4.8,0.64,0.12,0.65,0.11,0.11,71.2,0.94,0.9846153846153846
387,10295,-102,0.99,0.97,6836,49.2,6938,4.3,0.66,0.14,0.67,0.1,0.11,70.6,0.99,0.9850746268656716
1026,27320,-290,0.98,0.97,17879,50.4,18172,4.2,0.65,0.13,0.66,0.1,0.1,69.8,0.98,0.9848484848484849
1284,34707,-361,0.98,0.97,22965,53.0,23326,4.4,0.66,0.13,0.67,0.1,0.1,70.5,0.99,0.9850746268656716
403,10585,-130,0.98,0.97,6980,52.0,7110,3.6,0.66,0.13,0.67,0.09,0.1,70.0,0.98,0.9850746268656716
603,15586,-224,0.98,0.97,10456,45.5,10680,4.1,0.67,0.15,0.69,0.11,0.11,70.3,0.99,0.9710144927536233
852,22314,-145,0.99,0.97,14944,44.0,15089,2.6,0.67,0.15,0.68,0.1,0.1,70.0,0.99,0.9852941176470588
591,15136,-223,0.98,0.97,10034,42.0,10257,3.0,0.66,0.15,0.68,0.13,0.11,72.1,1.0,0.9705882352941176
397,10059,56,1.01,0.97,6410,43.9,6354,3.6,0.64,0.14,0.63,0.1,0.11,70.7,0.89,1.0158730158730158
430,11515,-241,0.97,0.97,7708,58.1,7949,3.5,0.67,0.12,0.69,0.11,0.12,68.6,1.0,0.9710144927536233
642,16858,-424,0.96,0.97,11465,42.5,11889,2.8,0.68,0.15,0.71,0.12,0.11,69.7,1.07,0.9577464788732396
636,16582,-291,0.97,0.97,11006,48.2,11297,3.7,0.66,0.13,0.68,0.1,0.09,69.2,0.99,0.9705882352941176
1507,39658,-592,0.98,0.97,26348,45.8,26940,5.4,0.66,0.15,0.68,0.08,0.07,67.2,0.97,0.9705882352941176
495,12791,-213,0.98,0.97,8516,49.1,8729,3.5,0.67,0.13,0.68,0.1,0.1,70.5,0.97,0.9852941176470588
402,10308,-311,0.96,0.97,6976,53.9,7287,2.6,0.68,0.13,0.71,0.09,0.1,68.4,1.03,0.9577464788732396
1117,29211,-425,0.98,0.97,19174,51.9,19599,4.0,0.66,0.14,0.67,0.1,0.09,70.2,1.02,0.9850746268656716
441,11654,-264,0.97,0.97,7943,42.1,8207,4.6,0.68,0.16,0.7,0.11,0.11,69.4,1.0,0.9714285714285715
426,11413,-360,0.96,0.97,7729,52.7,8089,5.6,0.68,0.14,0.71,0.1,0.09,68.6,1.11,0.9577464788732396
433,11216,-220,0.97,0.97,7380,49.1,7600,4.6,0.66,0.13,0.68,0.1,0.1,69.1,0.95,0.9705882352941176
685,18224,-407,0.97,0.97,12110,47.3,12517,7.5,0.66,0.16,0.69,0.1,0.09,69.0,1.08,0.9565217391304349
470,12703,-181,0.98,0.97,8251,52.2,8432,4.6,0.65,0.12,0.66,0.1,0.1,69.2,0.97,0.9848484848484849
935,24443,-245,0.98,0.97,15822,48.0,16067,4.7,0.65,0.14,0.66,0.1,0.1,70.4,0.93,0.9848484848484849
1075,28456,-383,0.98,0.97,18598,57.4,18981,4.3,0.65,0.13,0.67,0.1,0.09,69.9,1.0,0.9701492537313433
398,10120,-71,0.99,0.97,6618,44.2,6689,3.5,0.65,0.13,0.66,0.09,0.08,69.9,0.97,0.9848484848484849
625,16451,-241,0.98,0.97,10761,47.6,11002,3.8,0.65,0.14,0.67,0.09,0.09,68.1,0.95,0.9701492537313433
865,22664,-74,1.0,0.97,14788,40.5,14862,3.7,0.65,0.15,0.66,0.09,0.1,70.2,0.92,0.9848484848484849
1507,39489,-721,0.97,0.97,25891,43.6,26612,3.3,0.66,0.13,0.67,0.1,0.09,69.7,1.02,0.9850746268656716
646,16949,-167,0.99,0.96,11144,41.8,11311,2.8,0.66,0.12,0.67,0.08,0.08,68.8,0.89,0.9850746268656716
1282,34336,-413,0.98,0.96,22492,53.4,22901,5.8,0.65,0.13,0.67,0.09,0.09,70.1,0.95,0.9701492537313433
943,24480,-481,0.97,0.96,16073,47.0,16554,3.9,0.66,0.16,0.68,0.1,0.09,70.3,1.03,0.9705882352941176
837,22049,-388,0.97,0.96,14478,39.4,14866,2.1,0.66,0.14,0.67,0.08,0.08,68.6,0.97,0.9850746268656716
848,22505,-655,0.96,0.96,14964,51.1,15619,4.8,0.66,0.14,0.69,0.1,0.08,69.0,1.09,0.9565217391304349
1161,30130,-543,0.97,0.96,19726,41.4,20269,2.3,0.65,0.14,0.67,0.1,0.08,66.3,0.91,0.9701492537313433
475,12428,-340,0.96,0.96,8436,55.9,8776,3.3,0.68,0.13,0.71,0.1,0.1,69.2,0.99,0.9577464788732396
536,14240,-168,0.98,0.96,9154,44.2,9322,3.8,0.64,0.14,0.65,0.1,0.1,71.6,0.94,0.9846153846153846
996,26395,-289,0.98,0.96,16976,39.2,17265,8.5,0.64,0.17,0.65,0.11,0.1,71.2,1.03,0.9846153846153846
663,17364,-441,0.96,0.96,11430,49.2,11871,3.0,0.66,0.12,0.68,0.09,0.09,67.9,0.97,0.9705882352941176
647,17350,-363,0.97,0.96,11404,47.6,11767,6.0,0.66,0.14,0.68,0.1,0.1,69.7,0.99,0.9705882352941176
487,12606,-131,0.98,0.96,8154,40.5,8285,3.5,0.65,0.14,0.66,0.08,0.07,69.0,0.96,0.9848484848484849
1306,33769,-461,0.98,0.96,21727,47.5,22188,6.0,0.64,0.14,0.66,0.1,0.09,70.3,0.97,0.9696969696969697
404,10297,-204,0.97,0.96,6763,37.7,6967,6.0,0.66,0.15,0.68,0.1,0.09,70.2,1.02,0.9705882352941176
387,9900,-323,0.95,0.96,6700,46.0,7023,2.9,0.68,0.15,0.71,0.12,0.1,70.2,1.07,0.9577464788732396
430,11258,-314,0.96,0.96,7579,44.9,7893,4.4,0.67,0.15,0.7,0.1,0.1,69.2,1.02,0.9571428571428573
540,14671,-283,0.97,0.96,9637,48.9,9920,4.7,0.66,0.13,0.68,0.1,0.1,70.2,0.98,0.9705882352941176
552,14753,-167,0.98,0.96,9468,49.5,9635,3.9,0.64,0.12,0.65,0.09,0.1,69.3,0.88,0.9846153846153846
427,11471,-404,0.95,0.96,7726,46.6,8130,3.4,0.67,0.14,0.71,0.11,0.1,68.4,1.02,0.943661971830986
712,18783,-624,0.95,0.96,12206,59.0,12830,2.9,0.65,0.12,0.68,0.11,0.1,69.6,0.99,0.9558823529411764
1723,45550,-760,0.97,0.96,29167,56.1,29927,4.7,0.64,0.13,0.66,0.09,0.09,69.9,0.96,0.9696969696969697
398,10027,-299,0.96,0.96,6674,50.2,6973,3.9,0.67,0.14,0.7,0.12,0.11,68.4,0.98,0.9571428571428573
393,10252,-315,0.96,0.96,6989,54.3,7304,3.5,0.68,0.14,0.71,0.1,0.11,68.6,1.0,0.9577464788732396
583,15054,-470,0.96,0.96,10007,51.4,10477,3.6,0.66,0.14,0.7,0.11,0.1,69.7,0.99,0.942857142857143
464,12327,-448,0.95,0.96,8164,57.6,8612,7.6,0.66,0.13,0.7,0.1,0.09,67.6,1.08,0.942857142857143
1543,40703,-815,0.97,0.96,26614,45.6,27429,4.5,0.65,0.13,0.67,0.09,0.08,69.5,0.97,0.9701492537313433
395,10045,-99,0.98,0.96,6438,51.9,6537,3.2,0.64,0.12,0.65,0.11,0.11,71.4,0.9,0.9846153846153846
780,20389,-667,0.95,0.96,13682,42.7,14349,3.8,0.67,0.14,0.7,0.1,0.1,67.7,1.0,0.9571428571428573
390,10304,-326,0.95,0.96,6701,43.7,7027,3.4,0.65,0.09,0.68,0.09,0.08,66.5,1.06,0.9558823529411764
418,11095,-287,0.96,0.96,7454,44.7,7741,4.2,0.67,0.13,0.7,0.1,0.09,68.7,1.03,0.9571428571428573
408,10800,-332,0.95,0.96,6868,54.5,7200,2.8,0.64,0.11,0.67,0.12,0.11,70.6,0.95,0.9552238805970149
1050,27515,-524,0.97,0.96,17858,48.8,18382,4.9,0.65,0.14,0.67,0.08,0.08,69.3,0.99,0.9701492537313433
590,15692,-300,0.97,0.96,10091,55.2,10391,2.6,0.64,0.12,0.66,0.1,0.1,70.2,0.95,0.9696969696969697
440,11535,-468,0.94,0.96,7820,53.7,8288,3.7,0.68,0.13,0.72,0.11,0.1,68.0,1.04,0.9444444444444445
440,11570,-415,0.95,0.96,7686,50.3,8101,5.9,0.66,0.14,0.7,0.09,0.08,68.5,1.06,0.942857142857143
817,21404,-376,0.97,0.96,13649,56.2,14025,4.6,0.64,0.13,0.66,0.11,0.11,70.4,0.9,0.9696969696969697
514,13425,-71,0.99,0.96,8424,41.6,8495,4.1,0.63,0.13,0.63,0.07,0.08,70.2,0.89,1.0
631,16775,-597,0.95,0.96,11130,57.1,11727,4.6,0.66,0.13,0.7,0.11,0.09,68.7,1.03,0.942857142857143
2024,52835,-1506,0.96,0.96,34327,37.8,35851,5.8,0.65,0.16,0.68,0.09,0.08,66.7,0.92,0.9558823529411764
591,15363,-630,0.94,0.96,10261,44.7,10891,4.9,0.67,0.14,0.71,0.09,0.08,67.7,0.99,0.943661971830986
497,13376,-240,0.97,0.95,8543,44.5,8783,4.0,0.64,0.13,0.66,0.09,0.08,70.7,0.9,0.9696969696969697
1830,48692,-1848,0.95,0.95,32721,44.3,34569,3.6,0.67,0.14,0.71,0.11,0.09,68.2,1.08,0.943661971830986
649,17421,-495,0.96,0.95,11163,52.3,11658,5.0,0.64,0.13,0.67,0.12,0.11,70.7,0.99,0.9552238805970149
433,11346,-554,0.93,0.95,7438,39.8,7992,3.8,0.66,0.12,0.7,0.09,0.07,65.7,1.09,0.942857142857143
547,14700,-248,0.97,0.95,9192,52.4,9440,4.8,0.63,0.13,0.64,0.1,0.1,71.0,0.92,0.984375
455,12074,-320,0.96,0.95,7889,48.4,8209,3.1,0.65,0.12,0.68,0.1,0.09,69.9,1.02,0.9558823529411764
1039,26962,-812,0.96,0.95,17282,48.4,18094,4.7,0.64,0.14,0.67,0.12,0.11,70.7,1.0,0.9552238805970149
1957,50987,-1696,0.95,0.95,33114,47.3,34810,5.1,0.65,0.16,0.68,0.11,0.09,68.3,0.92,0.9558823529411764
501,13104,-374,0.96,0.95,8518,42.6,8892,4.0,0.65,0.14,0.68,0.1,0.09,70.3,1.0,0.9558823529411764
640,17259,-709,0.94,0.95,11382,50.6,12091,4.7,0.66,0.14,0.7,0.12,0.1,70.2,1.06,0.942857142857143
2155,56573,-1486,0.96,0.95,36859,51.3,38351,2.3,0.65,0.13,0.68,0.11,0.09,68.7,0.88,0.9558823529411764
1446,37798,-866,0.97,0.95,24382,40.8,25248,3.7,0.65,0.13,0.67,0.1,0.09,70.0,0.96,0.9701492537313433
643,17057,-588,0.95,0.95,11149,49.6,11737,3.5,0.65,0.15,0.69,0.1,0.09,69.6,1.0,0.9420289855072465
408,10641,-388,0.95,0.95,7059,53.8,7447,2.3,0.66,0.13,0.7,0.1,0.11,68.1,0.93,0.942857142857143
708,18612,-582,0.95,0.95,11948,39.5,12530,3.2,0.64,0.15,0.67,0.11,0.09,70.1,0.98,0.9552238805970149
449,11544,-457,0.94,0.95,7738,51.7,8195,2.7,0.67,0.12,0.71,0.11,0.1,69.0,1.02,0.943661971830986
554,14231,-410,0.96,0.95,9148,41.2,9558,4.2,0.64,0.14,0.67,0.11,0.1,69.7,0.96,0.9552238805970149
797,21612,-790,0.95,0.95,14187,44.9,14977,6.6,0.66,0.14,0.69,0.1,0.09,68.9,1.03,0.9565217391304349
393,10613,-397,0.95,0.95,6980,54.9,7377,4.2,0.66,0.11,0.7,0.09,0.1,66.6,0.99,0.942857142857143
763,20020,-368,0.97,0.95,12720,54.9,13088,3.9,0.64,0.14,0.65,0.1,0.09,70.8,0.93,0.9846153846153846
661,17753,-629,0.95,0.95,11329,55.3,11958,4.7,0.64,0.13,0.67,0.11,0.08,69.9,0.98,0.9552238805970149
543,14836,-779,0.93,0.95,9794,63.9,10573,5.3,0.66,0.12,0.71,0.1,0.09,68.0,1.05,0.9295774647887325
438,11779,-643,0.93,0.95,8041,54.5,8684,4.8,0.68,0.13,0.74,0.09,0.09,66.5,1.07,0.918918918918919
1726,45521,-1464,0.95,0.95,29475,43.9,30939,4.3,0.65,0.15,0.68,0.11,0.09,70.0,0.98,0.9558823529411764
585,15493,-522,0.95,0.95,10033,41.9,10555,3.8,0.65,0.14,0.68,0.1,0.09,69.7,0.91,0.9558823529411764
403,10276,-246,0.96,0.95,6648,36.3,6894,1.8,0.65,0.14,0.67,0.09,0.09,65.2,0.82,0.9701492537313433
426,11214,-471,0.94,0.95,7387,53.8,7858,3.1,0.66,0.14,0.7,0.12,0.11,68.9,1.01,0.942857142857143
507,13623,-446,0.95,0.95,8532,59.3,8978,4.2,0.63,0.11,0.66,0.1,0.08,69.9,0.96,0.9545454545454545
457,11674,-290,0.96,0.95,7360,48.7,7650,3.7,0.63,0.14,0.66,0.1,0.09,70.1,0.88,0.9545454545454545
892,23926,-1030,0.94,0.95,15577,44.8,16607,4.4,0.65,0.14,0.69,0.1,0.1,68.7,1.01,0.9420289855072465
754,19798,-849,0.94,0.94,12779,43.9,13628,2.6,0.65,0.14,0.69,0.1,0.09,68.3,0.96,0.9420289855072465
883,23271,-1025,0.94,0.94,15257,55.3,16282,5.0,0.66,0.14,0.7,0.1,0.09,69.0,1.01,0.942857142857143
432,11267,-371,0.95,0.94,7217,54.3,7588,2.8,0.64,0.12,0.67,0.08,0.09,68.5,0.89,0.9552238805970149
385,10066,-322,0.95,0.94,6351,42.5,6673,2.8,0.63,0.15,0.66,0.12,0.11,71.3,0.83,0.9545454545454545
538,13220,-40,0.99,0.94,7894,37.5,7934,6.2,0.6,0.15,0.6,0.04,0.16,72.0,1.13,1.0
1246,33181,-1301,0.94,0.94,21451,43.7,22752,5.9,0.65,0.16,0.69,0.1,0.08,69.1,1.11,0.9420289855072465
986,25705,-845,0.95,0.94,16400,47.6,17245,4.8,0.64,0.14,0.67,0.09,0.09,69.0,0.95,0.9552238805970149
1103,29449,-1056,0.95,0.94,18679,48.0,19735,4.7,0.63,0.12,0.67,0.09,0.08,68.3,0.96,0.9402985074626865
624,16235,-788,0.93,0.94,10751,36.1,11539,2.6,0.66,0.12,0.71,0.1,0.09,66.9,1.0,0.9295774647887325
745,20248,-747,0.95,0.94,12849,48.1,13596,5.2,0.63,0.13,0.67,0.1,0.09,69.8,0.96,0.9402985074626865
826,21699,-725,0.95,0.94,13828,48.6,14553,3.8,0.64,0.13,0.67,0.08,0.08,68.4,0.91,0.9552238805970149
393,10219,-437,0.94,0.94,6566,47.9,7003,5.6,0.64,0.13,0.69,0.11,0.09,68.1,0.98,0.9275362318840581
491,13172,-517,0.94,0.94,8502,51.9,9019,3.3,0.65,0.13,0.68,0.12,0.11,70.2,0.95,0.9558823529411764
593,15530,-658,0.94,0.94,10295,49.0,10953,2.2,0.66,0.13,0.71,0.1,0.1,68.9,0.92,0.9295774647887325
443,11990,-395,0.95,0.94,7423,50.1,7818,7.0,0.62,0.14,0.65,0.1,0.09,69.8,0.92,0.9538461538461538
830,22053,-168,0.99,0.94,12718,50.1,12886,5.1,0.58,0.12,0.58,0.1,0.1,73.3,0.8,1.0
882,23538,-1079,0.93,0.94,15251,42.7,16330,3.6,0.65,0.13,0.69,0.09,0.09,67.1,1.01,0.9420289855072465
422,11051,-552,0.93,0.94,7027,52.0,7579,3.8,0.64,0.13,0.69,0.12,0.11,70.3,0.94,0.9275362318840581
623,16172,-532,0.95,0.94,10221,42.5,10753,4.5,0.63,0.15,0.66,0.1,0.09,70.6,0.92,0.9545454545454545
451,11723,-545,0.93,0.94,7542,41.2,8087,3.0,0.64,0.12,0.69,0.09,0.07,66.3,0.89,0.9275362318840581
1393,36352,-1064,0.96,0.94,22665,41.5,23729,4.0,0.62,0.15,0.65,0.09,0.08,69.3,1.01,0.9538461538461538
491,12691,-496,0.94,0.94,8319,41.8,8815,3.1,0.66,0.13,0.69,0.09,0.09,68.7,0.94,0.9565217391304349
579,15033,-616,0.94,0.94,9682,43.7,10298,4.8,0.64,0.14,0.69,0.09,0.08,69.1,0.93,0.9275362318840581
447,11563,-394,0.95,0.94,7331,46.1,7725,4.4,0.63,0.14,0.67,0.11,0.11,69.9,0.91,0.9402985074626865
1025,26895,-748,0.96,0.94,16499,45.3,17247,4.1,0.61,0.13,0.64,0.09,0.09,69.7,0.88,0.953125
442,11512,-734,0.91,0.94,7723,50.3,8457,4.3,0.67,0.14,0.73,0.1,0.08,67.0,1.06,0.9178082191780823
797,20767,-500,0.96,0.94,12694,42.7,13194,5.0,0.61,0.13,0.64,0.1,0.08,70.9,0.89,0.953125
505,13254,-657,0.93,0.94,8647,46.6,9304,3.8,0.65,0.13,0.7,0.1,0.09,67.5,0.93,0.9285714285714287
1043,27804,-1301,0.93,0.93,18064,55.9,19365,4.8,0.65,0.14,0.7,0.09,0.09,67.8,1.0,0.9285714285714287
391,10173,-620,0.92,0.93,6730,42.6,7350,2.3,0.66,0.13,0.72,0.09,0.1,65.8,0.94,0.9166666666666667
1067,27762,-1223,0.94,0.93,17763,52.2,18986,5.6,0.64,0.15,0.68,0.12,0.1,71.0,0.98,0.9411764705882353
804,21453,-1029,0.93,0.93,13549,51.5,14578,6.4,0.63,0.14,0.68,0.11,0.1,70.1,0.95,0.926470588235294
453,12010,-664,0.92,0.93,7719,48.4,8383,4.0,0.64,0.14,0.7,0.1,0.1,67.6,0.96,0.9142857142857144
1209,31542,-1813,0.92,0.93,20610,54.4,22423,3.4,0.65,0.13,0.71,0.11,0.1,67.7,0.98,0.915492957746479
536,14203,-696,0.93,0.93,9201,40.6,9897,6.0,0.65,0.17,0.7,0.1,0.11,68.7,1.01,0.9285714285714287
764,20489,-1233,0.91,0.93,13302,44.5,14532,6.9,0.65,0.16,0.71,0.09,0.08,67.2,1.04,0.915492957746479
596,15590,-1057,0.91,0.93,10266,42.5,11323,5.5,0.66,0.15,0.73,0.11,0.1,67.2,1.08,0.904109589041096
929,24614,-1786,0.9,0.93,16451,47.2,18234,5.5,0.67,0.14,0.74,0.09,0.08,66.1,1.03,0.9054054054054055
381,10224,-571,0.92,0.93,6534,51.1,7105,4.6,0.64,0.12,0.69,0.1,0.1,66.9,0.95,0.9275362318840581
555,14958,-957,0.91,0.93,9650,61.5,10607,4.4,0.65,0.11,0.71,0.09,0.1,66.7,0.99,0.915492957746479
1377,35777,-1327,0.94,0.93,21773,50.2,23100,4.3,0.61,0.12,0.65,0.08,0.07,69.5,0.9,0.9384615384615385
550,14647,-696,0.93,0.92,9305,52.9,10001,2.6,0.64,0.12,0.68,0.11,0.11,69.3,0.9,0.9411764705882353
1289,33952,-1903,0.92,0.92,21364,49.2,23267,5.4,0.63,0.14,0.69,0.1,0.09,68.6,0.96,0.9130434782608696
538,14028,-625,0.93,0.92,8785,49.0,9410,4.5,0.63,0.13,0.67,0.09,0.09,68.9,0.91,0.9402985074626865
860,22588,-1190,0.92,0.92,14064,52.5,15254,5.5,0.62,0.15,0.68,0.1,0.08,69.2,0.94,0.9117647058823529
502,13113,-792,0.91,0.92,8326,39.7,9118,3.4,0.63,0.13,0.7,0.09,0.08,67.3,0.97,0.9
382,10245,-659,0.91,0.92,6548,55.3,7207,3.6,0.64,0.11,0.7,0.1,0.08,66.6,0.94,0.9142857142857144
595,15532,-809,0.92,0.92,9802,43.2,10611,3.1,0.63,0.15,0.68,0.1,0.09,69.8,0.91,0.926470588235294
1716,44836,-3251,0.9,0.92,28913,39.9,32164,3.8,0.64,0.15,0.72,0.11,0.08,67.1,1.05,0.888888888888889
743,19879,-998,0.92,0.92,12151,62.2,13149,3.9,0.61,0.12,0.66,0.1,0.08,68.8,0.9,0.9242424242424242
471,12758,-882,0.9,0.92,8076,55.2,8958,3.4,0.63,0.13,0.7,0.11,0.1,68.3,0.91,0.9
516,13234,-617,0.93,0.92,8238,49.1,8855,3.8,0.62,0.14,0.67,0.11,0.09,69.1,0.89,0.9253731343283581
650,17062,-971,0.92,0.92,10767,48.2,11738,3.2,0.63,0.14,0.69,0.1,0.09,68.4,0.94,0.9130434782608696
1405,37152,-1990,0.92,0.92,23470,43.5,25460,5.5,0.63,0.17,0.69,0.11,0.08,68.5,0.88,0.9130434782608696
514,13305,-671,0.92,0.92,8158,44.5,8829,4.5,0.61,0.15,0.66,0.1,0.09,69.8,0.88,0.9242424242424242
440,11291,-868,0.89,0.92,7277,34.9,8145,3.5,0.64,0.14,0.72,0.11,0.09,66.2,1.05,0.888888888888889
439,11340,-752,0.9,0.92,7107,41.6,7859,4.7,0.63,0.15,0.69,0.11,0.11,68.9,0.95,0.9130434782608696
